appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,cleaned_title
318440,Cubesis,2014-08-22,1,Wonderful Tree Studio,Wastelands Interactive,windows,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Strategy,Strategy;Indie;Casual,8,23,20,0,0,0-20000,3.99,cubesis
318570,Hunters Of The Dead,2014-09-04,1,Traptics,Strategy First,windows,0,Single-player;Steam Trading Cards,Indie;Strategy,Strategy;Indie;Tower Defense,0,86,48,0,0,0-20000,3.99,hunters of the dead
318600,The Flame in the Flood,2016-02-24,1,The Molasses Flood,The Molasses Flood;Curve Digital,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Survival;Adventure;Great Soundtrack,36,3612,1139,125,125,500000-1000000,14.99,the flame in the flood
319140,Xeodrifter™,2014-12-11,1,Renegade Kid,Good Shepherd Entertainment,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie,Action;Indie;Metroidvania,17,414,150,0,0,50000-100000,6.99,xeodrifter
319180,Platypus II,2014-08-15,1,Idigicon,KISS ltd,windows,0,Single-player;Shared/Split Screen;Steam Trading Cards,Action,Action;Shoot 'Em Up,0,319,203,220,221,200000-500000,4.99,platypus ii
319230,Gold Rush! Anniversary,2014-11-07,1,Sunlight Games,Sunlight Games,windows;mac;linux,0,Single-player;Steam Trading Cards;Steam Cloud,Adventure;Indie;Strategy,Adventure;Indie;Strategy,0,98,68,358,381,100000-200000,4.79,gold rush  anniversary
319270,Great Permutator,2014-09-15,1,Ripatti Software,Ripatti Software,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Includes level editor,Casual;Indie;Strategy,Indie;Strategy;Casual,16,100,14,0,0,20000-50000,4.99,great permutator
319450,Chariot,2014-11-12,1,Frima Studio,Frima Studio;Microids Indie,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Adventure;Indie,Adventure;Indie;Local Co-Op,46,172,44,28,28,50000-100000,10.99,chariot
319510,Five Nights at Freddy's,2014-08-19,1,Scott Cawthon,Scott Cawthon,windows,0,Single-player,Indie;Simulation,Horror;Singleplayer;Survival Horror,0,15784,2179,474,615,500000-1000000,3.99,five nights at freddy s
319550,The Collider,2014-09-15,1,Shortbreak Studios s.c.,Shortbreak Studios s.c.,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Casual;Racing,Casual;Racing;Fast-Paced,24,815,127,0,0,20000-50000,1.99,the collider
319560,Reprisal Universe,2014-09-15,1,electrolyte,electrolyte,windows;mac,0,Single-player,Indie;Strategy,Indie;Strategy;God Game,0,286,75,14,14,20000-50000,4.99,reprisal universe
319850,Bridge Constructor Medieval,2014-09-15,1,ClockStone,Headup Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Casual;Indie;Simulation,Casual;Simulation;Indie,14,292,61,48,48,50000-100000,6.99,bridge constructor medieval
319970,The Detail,2014-10-28,1,Rival Games Ltd,Rival Games Ltd,windows;mac;linux,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Stats,Adventure;Indie,Adventure;Indie;Point & Click,55,403,143,289,289,100000-200000,2.09,the detail
320140,Absolute Drift,2015-07-29,1,Funselektor Labs Inc.;FlippFly,Funselektor Labs Inc.,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;Racing;Simulation;Sports,Racing;Driving;Indie,20,1673,225,145,195,100000-200000,8.99,absolute drift
320300,Car Mechanic Simulator 2015,2015-04-23,1,Red Dot Games,PlayWay S.A.,windows;mac,0,Single-player,Racing;Simulation,Simulation;Building;Singleplayer,0,8238,827,680,740,500000-1000000,14.99,car mechanic simulator 2015
320320,Darkstone,2014-09-25,1,Delphine Software,Microids,windows,0,Single-player;Shared/Split Screen,Action;RPG,RPG;Action;Hack and Slash,0,160,56,27375,27375,50000-100000,3.99,darkstone
320340,Cosmonautica,2015-07-31,1,Chasing Carrots,Chasing Carrots,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;Simulation;Strategy,Space;Simulation;Indie,31,503,498,196,196,100000-200000,6.99,cosmonautica
320400,Magnifico,2014-12-02,1,Mixel,Slitherine Ltd. ,windows,0,Single-player;Steam Trading Cards,Casual;Strategy,Strategy;Casual;Board Game,0,64,47,6,6,50000-100000,3.99,magnifico
320540,Coffin Dodgers,2015-07-08,1,Milky Tea Studios,Milky Tea Studios,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie;Racing,Racing;Action;Indie,37,408,178,0,0,50000-100000,8.99,coffin dodgers
320670,Season Match 3 - Curse of the Witch Crow,2014-10-30,1,URSE Games,Buka Entertainment,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual,Casual;Adventure;Match 3,31,74,21,0,0,0-20000,3.99,season match 3   curse of the witch crow
320790,Fabula Mortis,2014-10-27,1,Deadghost Interactive,Deadghost Interactive,windows,0,Multi-player;Steam Trading Cards,Action;Indie,Action;Indie;FPS,0,32,39,0,0,20000-50000,5.79,fabula mortis
320840,Wings! Remastered Edition,2014-10-17,1,Cinemaware,Cinemaware,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Simulation,Simulation;Action;World War I,12,255,74,0,0,20000-50000,12.99,wings  remastered edition
321030,One Day For Ched,2014-09-12,1,BS1 & BSL Team,Strategy First,windows,0,Single-player,Indie,Indie;FPS;Action,0,118,141,0,0,50000-100000,2.79,one day for ched
321150,Melissa K. and the Heart of Gold Collector's Edition,2014-09-19,1,SDP Games,KISS ltd,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Adventure;Casual;Indie,Hidden Object;Adventure;Casual,26,499,195,182,212,200000-500000,7.99,melissa k  and the heart of gold collector s edition
321260,Wickland,2015-02-06,1,Mad Ram Software,Mad Ram Software,windows,0,Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Valve Anti-Cheat enabled;Stats,Action;Indie,Action;Multiplayer;Indie,5,442,374,117,132,50000-100000,0.79,wickland
321480,Sigils of Elohim,2014-10-13,1,Croteam,Devolver Digital,windows;mac;linux,0,Single-player,Casual;Free to Play;Indie;Strategy,Free to Play;Casual;Puzzle,0,828,71,17,29,200000-500000,0.0,sigils of elohim
321600,The Flying Dutchman,2014-09-12,1,Snack Games,Strategy First,windows,0,Single-player,Casual,Casual;Hidden Object,0,7,47,0,0,0-20000,3.99,the flying dutchman
321870,Silence of the Sleep,2014-10-01,1,Jesse Makkonen,Jesse Makkonen,windows,0,Single-player;Steam Trading Cards,Adventure;Indie,Horror;Adventure;Indie,0,388,131,217,217,100000-200000,3.99,silence of the sleep
321920,Schein,2014-10-09,1,Zeppelin Studio,Meridian4,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Indie;Action;Adventure,21,198,61,551,551,100000-200000,5.49,schein
321950,Yury,2014-12-09,1,Cubic Pie,Cubic Pie,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie,Indie;Adventure;Action,14,236,242,225,286,100000-200000,1.59,yury
322170,Geometry Dash,2014-12-22,1,RobTop Games,RobTop Games,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Includes level editor,Action;Indie,Difficult;Great Soundtrack;Music,120,52737,2990,5546,1471,1000000-2000000,2.79,geometry dash
322300,The Repopulation,2014-12-22,1,IF Studios,IF Studios,windows,0,Multi-player;MMO,Indie;Massively Multiplayer;RPG;Early Access,Early Access;Massively Multiplayer;Sandbox,0,633,430,0,0,50000-100000,14.99,the repopulation
322850,Pro Cycling Manager 2015,2015-06-18,1,Cyanide Studio,Focus Home Interactive,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Simulation;Sports,Sports;Simulation;Management,47,192,133,0,0,50000-100000,11.99,pro cycling manager 2015
322900,"War, the Game",2015-01-12,1,GabberGames.com,GabberGames.com,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Indie;Strategy,Strategy;Indie;RTS,28,268,113,195,195,20000-50000,4.99,war  the game
322930,aerofly RC 7,2014-11-06,1,IPACS,IPACS,windows,0,Single-player,Indie;Simulation,Simulation;Indie;Flight,0,59,22,0,0,0-20000,29.99,aerofly rc 7
323220,Vagante,2018-02-21,1,Nuke Nine,Nuke Nine,windows;mac;linux,0,Single-player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Full controller support;Steam Cloud,Action;Adventure;Indie;RPG,Rogue-like;Pixel Graphics;Rogue-lite,0,1662,195,0,0,100000-200000,10.99,vagante
323320,Grow Home,2015-02-04,1,"Reflections, a Ubisoft Studio",Ubisoft,windows;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Open World;Adventure;Singleplayer,26,3855,382,142,162,200000-500000,6.69,grow home
323380,The Magic Circle,2015-07-09,1,Question,Question,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Indie;Simulation;Strategy,Adventure;Indie;Puzzle,14,1048,83,75,75,100000-200000,14.99,the magic circle
323470,DRAGON BALL XENOVERSE,2015-02-26,1,DIMPS,BANDAI NAMCO Entertainment,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Anime;Fighting;Action,50,12601,1680,2575,2530,500000-1000000,31.99,dragon ball xenoverse
323630,Ubinota,2015-03-04,1,Rotateam,Plug In Digital,windows,0,Single-player;Steam Achievements,Indie,Indie;Puzzle;Physics,46,172,14,0,0,50000-100000,0.0,ubinota
324070,iO,2014-12-05,1,Gamious,Gamious,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;Racing,Indie;Action;Racing,39,145,32,53,90,50000-100000,3.99,io
324080,Rising World,2014-12-03,1,JIW-Games,JIW-Games,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Cloud,Action;Adventure;Indie;RPG;Early Access,Early Access;Survival;Open World,0,2557,605,0,0,100000-200000,10.99,rising world
324120,Verde Station,2014-12-18,1,Duelboot,Duelboot,windows;mac;linux,0,Single-player;Steam Achievements,Adventure;Casual;Indie,Adventure;Indie;Casual,12,191,72,0,0,20000-50000,0.79,verde station
324260,VoidExpanse,2015-04-02,1,AtomicTorch Studio,AtomicTorch Studio,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Action;Indie;RPG;Simulation;Strategy,Space;RPG;Open World,35,458,189,0,0,50000-100000,10.99,voidexpanse
324610,The Shopkeeper,2014-10-23,1,Tom De Roeck,Mastertronic,windows;mac;linux,0,Single-player;Steam Achievements,Adventure;Indie,Adventure;Indie;Point & Click,10,18,117,0,0,20000-50000,1.99,the shopkeeper
324750,StuntMANIA Reloaded,2014-11-13,1,Sector3 Games,Bigger Boat,windows;mac,0,Single-player;Steam Achievements;Full controller support,Adventure;Casual;Racing,Racing;Casual;Adventure,20,45,36,0,0,20000-50000,3.99,stuntmania reloaded
324810,TOXIKK™,2016-09-10,1,Reakktor Studios,Reakktor Studios,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Achievements;Steam Workshop;Partial Controller Support;Valve Anti-Cheat enabled;Steam Leaderboards;Includes level editor,Action;Free to Play;Indie,FPS;Action;Free to Play,60,3865,1182,50,47,500000-1000000,0.0,toxikk
325090,Deep Dungeons of Doom,2014-10-14,1,Bossa Studios,Bossa Studios,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Adventure;Casual;RPG,RPG;Casual;Adventure,46,440,115,188,297,200000-500000,3.99,deep dungeons of doom
325520,Fire,2015-04-09,1,Daedalic Entertainment,EuroVideo Medien,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Adventure;Indie;Casual,27,299,50,0,0,20000-50000,7.99,fire
325730,The Hive,2016-08-25,1,Skydome Entertainment,Skydome Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud,Action;Adventure;Indie;RPG;Strategy,Strategy;Indie;Adventure,40,145,64,0,0,0-20000,7.19,the hive
325860,Fat Chicken,2014-12-04,1,Mighty Rabbit Studios;Relevant Games,Relevant Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Indie;Strategy,Strategy;Indie;Action,20,30,11,0,0,0-20000,6.99,fat chicken
325870,Clash of Puppets,2014-12-16,1,Drakkar Dev,Crescent Moon Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie,Action;Indie;Horror,60,40,16,0,0,0-20000,3.99,clash of puppets
326120,Horizon Shift,2015-05-29,1,Flump Studios,KISS ltd,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie,Action;Indie;Arcade,12,228,60,216,217,200000-500000,3.99,horizon shift
326150,Death Skid Marks,2014-11-20,1,Studio Whisky Tango Inc.,Studio Whisky Tango Inc.,windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie;RPG,Indie;Action;RPG,30,513,43,0,0,20000-50000,6.99,death skid marks
326180,Sinister City,2014-10-20,1,Jetdogs Studios,Jetdogs Studios,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Hidden Object;Casual;Adventure,17,942,484,236,306,100000-200000,0.79,sinister city
326380,Mystery of Neuschwanstein,2015-02-18,1,Chimera Entertainment,astragon Entertainment,windows;mac,0,Single-player;Steam Achievements,Adventure;Casual,Adventure;Casual;Hidden Object,15,35,9,0,0,0-20000,8.99,mystery of neuschwanstein
326410,Windward,2015-05-12,1,Tasharen Entertainment Inc.,Tasharen Entertainment Inc.,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG,Pirates;Naval;Sandbox,31,2203,552,1064,1064,200000-500000,6.99,windward
326470,Space Warp,2014-11-04,1,Mind Crew,Mind Crew,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support;Stats,Action;Indie;Racing,Indie;Racing;Action,22,27,10,0,0,0-20000,3.99,space warp
326480,If My Heart Had Wings,2014-11-24,1,MoeNovel,MoeNovel,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Simulation,Anime;Visual Novel;Nudity,20,2780,219,784,784,100000-200000,10.99,if my heart had wings
326670,Warhammer Quest,2015-01-07,1,Rodeo Games;Twistplay,Chilled Mouse,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Stats,RPG;Strategy,RPG;Strategy;Turn-Based,53,516,246,5934,5934,50000-100000,10.99,warhammer quest
326730,Whisper of a Rose,2014-11-14,1,RosePortal Games,Degica,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,RPG;Adventure;RPGMaker,53,37,39,105,105,50000-100000,6.99,whisper of a rose
326960,Killing Floor - Toy Master,2014-10-16,1,David Hensley;Alex Quick,Tripwire Interactive,windows;mac;linux,0,Single-player;Co-op,Action,Free to Play;Horror;Multiplayer,0,21,2,1,1,500000-1000000,0.0,killing floor   toy master
327220,Anna's Quest,2015-07-02,1,Daedalic Entertainment,Daedalic Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Point & Click;Indie,39,875,119,133,247,100000-200000,14.99,anna s quest
327310,The Marvellous Miss Take,2014-11-20,1,Wonderstruck,Rising Star Games,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Casual;Indie,Stealth;Female Protagonist;Indie,19,235,46,510,510,50000-100000,14.99,the marvellous miss take
327390,Sid Meier's Covert Action (Classic),2014-10-09,1,"MicroProse Software, Inc",Retroism;Nightdive Studios,windows;mac;linux,0,Single-player,Adventure;Simulation,Simulation;Adventure;Classic,0,69,9,0,0,20000-50000,4.99,sid meier s covert action  classic
327410,A Bird Story,2014-11-07,1,Freebird Games,Freebird Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Indie;RPG,Indie;Story Rich;Great Soundtrack,1,5987,1147,257,476,200000-500000,2.79,a bird story
327640,CaesarIA,2015-01-20,1,rdt.32,rdt.32,windows;mac;linux,0,Single-player;Steam Achievements,Free to Play;Indie;Strategy;Early Access,Early Access;Free to Play;City Builder,3,767,451,13,26,200000-500000,0.0,caesaria
327670,Ironcast,2015-03-26,1,Dreadbit,Ripstone,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;RPG;Strategy,Strategy;Indie;Match 3,30,511,122,0,0,20000-50000,9.99,ironcast
327860,Salt,2018-02-06,1,Lavaboots Studios,Lavaboots Studios,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Indie;RPG,Open World;Survival;Adventure,29,1234,340,0,0,50000-100000,11.39,salt
327890,I am Bread,2015-04-09,1,Bossa Studios,Bossa Studios,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie;Simulation,Simulation;Funny;Comedy,35,4088,1174,146,168,500000-1000000,9.99,i am bread
327950,Sword of the Samurai,2014-10-17,1,"MicroProse Software, Inc",Retroism;Nightdive Studios,windows;mac;linux,0,Single-player,Adventure;Simulation,Adventure;Simulation;Classic,0,102,8,0,0,20000-50000,18.99,sword of the samurai
328430,Rex Nebular and the Cosmic Gender Bender,2014-10-17,1,"MicroProse Software, Inc.",Retroism;Nightdive Studios,windows;mac;linux,0,Single-player,Adventure,Adventure;Point & Click;1990's,0,17,9,0,0,0-20000,18.99,rex nebular and the cosmic gender bender
328470,Slave Zero,2014-10-23,1,"Accolade, Inc.",Retroism;Nightdive Studios,windows,0,Single-player,Action,Cyberpunk;Action;Mechs,0,118,15,0,0,20000-50000,4.99,slave zero
